102202, 956, red
74700, 2487, red
28504, 24426, blue
32954, 26557, red
64562, 15199, blue
46763, 26152, blue
57021, 22162, red
5691, 95355, blue
21278, 81958, red
9268, 96541, blue
38275, 72952, blue
27827, 86730, red
47295, 71195, red
95614, 9980, blue
41514, 85635, blue
84990, 31260, red
61251, 73641, blue
56533, 97488, red
83883, 55117, blue
76199, 88604, red
86101, 68944, red
98391, 103001, blue
