18185, 74290, red
37522, 18796, blue
86689, 32825, red
96351, 27994, blue
41920, 21059, red
17983, 62749, blue
102121, 44634, blue
1948, 1492, red
25028, 10684, red
98229, 7933, blue
25699, 20010, blue
37240, 51947, red
11207, 80530, blue
673, 91064, red
