86548, 79661, blue
9831, 31921, red
77034, 57667, blue
56175, 18916, blue
-3785, 33142, blue
61674, 45623, red
54429, 57406, red
96672, 89349, red
70925, 37419, red
42822, 50074, blue
68656, 12370, blue
69965, -4998, red
